web-scraper-order,web-scraper-start-url,List,List-href,bio,image-src,facts
"1518863261-2446","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Jackie Robinson","https://en.wikipedia.org/wiki/Jackie_Robinson","Jack Roosevelt Robinson (January 31, 1919 – October 24, 1972) was an American professional baseball second baseman who became the first African American to play in Major League Baseball (MLB) in the modern era.[1] Robinson broke the baseball color line when the Brooklyn Dodgers started him at first base on April 15, 1947. When the Dodgers signed Robinson, they heralded the end of racial segregation in professional baseball that had relegated black players to the Negro leagues since the 1880s.[2] Robinson was inducted into the Baseball Hall of Fame in 1962.[3]","//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Jackie_Robinson%2C_Brooklyn_Dodgers%2C_1954.jpg/220px-Jackie_Robinson%2C_Brooklyn_Dodgers%2C_1954.jpg","[{""facts"":""Robinson with the Brooklyn Dodgers in 1954""},{""facts"":""Second baseman""},{""facts"":""Born: (1919-01-31)January 31, 1919\n\nCairo, Georgia""},{""facts"":""Died: October 24, 1972(1972-10-24) (aged 53)\n\nStamford, Connecticut""},{""facts"":""Batted: Right\nThrew: Right""},{""facts"":""April 15, 1947, for the Brooklyn Dodgers""},{""facts"":""October 10, 1956, for the Brooklyn Dodgers""},{""facts"":""MLB statistics""},{""facts"":""Batting average""},{""facts"":"".311""},{""facts"":""Home runs""},{""facts"":""137""},{""facts"":""Runs batted in""},{""facts"":""734""},{""facts"":""""},{""facts"":""Teams""},{""facts"":""Brooklyn Dodgers (1947–1956)""},{""facts"":""Career highlights and awards""},{""facts"":""6× All-Star (1949–1954)\nWorld Series champion (1955)\nNL MVP (1949)\nMLB Rookie of the Year (1947)\nNL batting champion (1949)\n2× NL stolen base leader (1947, 1949)\nJersey number 42 retired by all MLB teams\nMajor League Baseball All-Century Team""},{""facts"":""Member of the National""},{""facts"":""Baseball Hall of Fame""},{""facts"":""Induction""},{""facts"":""1962""},{""facts"":""Vote""},{""facts"":""77.5% (first ballot)""},{""facts"":""""},{""facts"":""Complete list""}]"
"1518863323-2474","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Jesse Jackson","https://en.wikipedia.org/wiki/Jesse_Jackson","Jesse Louis Jackson Sr. (born Jesse Louis Burns; October 8, 1941) is an American civil rights activist, Baptist minister, and politician. He was a candidate for the Democratic presidential nomination in 1984 and 1988 and served as a shadow U.S. Senator for the District of Columbia from 1991 to 1997. He is the founder of the organizations that merged to form Rainbow/PUSH. Former U.S. Representative Jesse Jackson Jr. is his eldest son. Jackson was also the host of Both Sides with Jesse Jackson on CNN from 1992 to 2000.","//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Jesse_Jackson_2013.jpg/220px-Jesse_Jackson_2013.jpg","[{""facts"":""""},{""facts"":""In office\n\nJanuary 3, 1991 – January 3, 1997""},{""facts"":""Seat established""},{""facts"":""Paul Strauss""},{""facts"":""""},{""facts"":""Jesse Louis Burns\n\n(1941-10-08) October 8, 1941 (age 76)\n\nGreenville, South Carolina, U.S.""},{""facts"":""Political party""},{""facts"":""Democratic""},{""facts"":""Spouse(s)""},{""facts"":""Jacqueline Brown (1962–present)""},{""facts"":""Children""},{""facts"":""6, including Santita, Jesse and Jonathan""},{""facts"":""Education""},{""facts"":""University of Illinois, Urbana-Champaign\n\nNorth Carolina Agricultural and Technical State University (BS)\n\nChicago Theological Seminary (MDiv)""}]"
"1518863314-2470","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","John H. Johnson","https://en.wikipedia.org/wiki/John_H._Johnson","John Harold Johnson (January 19, 1918 – August 8, 2005) was an American businessman and publisher. He was the founder of the Johnson Publishing Company. In 1982, he became the first African American to appear on the Forbes 400. Johnson's Ebony (founded 1945) and Jet (founded 1951) magazines were among the most influential African-American businesses in media in the second half of the twentieth century.[1]","//upload.wikimedia.org/wikipedia/en/thumb/2/24/John_H._Johnson.jpg/220px-John_H._Johnson.jpg","[{""facts"":""John Harold Johnson\n\n(1918-01-19)January 19, 1918\n\nArkansas City, Arkansas, U.S.""},{""facts"":""August 8, 2005(2005-08-08) (aged 87)\n\nChicago, Illinois, U.S.""},{""facts"":""Heart Failure""},{""facts"":""Oak Woods Cemetery, Chicago""},{""facts"":""DuSable High School\n\nUniversity of Chicago\n\nNorthwestern University""},{""facts"":""Negro Digest\n\nEbony magazine\n\nJet magazine""},{""facts"":""Johnson Publishing Company\n\n(Chairman & CEO)""},{""facts"":""Eunice Walker Johnson (1941–2005; his death)""},{""facts"":""Children""},{""facts"":""Linda Johnson-Rice (b. 1958)""}]"
"1518863255-2443","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Benjamin ""Pop"" Singleton","https://en.wikipedia.org/wiki/Benjamin_%22Pop%22_Singleton","Benjamin ""Pap"" Singleton (1809–1892) was an American activist and businessman best known for his role in establishing African American settlements in Kansas. A former slave from Tennessee who escaped to freedom in 1846, he became a noted abolitionist, community leader, and spokesman for African-American civil rights. He returned to Tennessee during the Union occupation in 1862, but soon concluded that blacks would never achieve economic equality in the white-dominated South. After the end of Reconstruction, Singleton organized the movement of thousands of black colonists, known as Exodusters, to found settlements in Kansas. A prominent voice for early black nationalism, he became involved in promoting and coordinating black-owned businesses in Kansas and developed an interest in the Back-to-Africa movement.","//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Benjamin_%22Pap%22_Singleton.jpg/220px-Benjamin_%22Pap%22_Singleton.jpg","[{""facts"":""c. 1809\n\nDavidson County, Tennessee""},{""facts"":""February 17, 1900 (aged 90–91)\n\nKansas City, Missouri""},{""facts"":""Union Cemetery\n\nKansas City, Missouri""}]"
"1518863364-2494","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Benjamin O. Davis, Jr.","https://en.wikipedia.org/wiki/Benjamin_O._Davis,_Jr.","Benjamin Oliver Davis Jr. (December 18, 1912 – July 4, 2002) was an American United States Air Force general and commander of the World War II Tuskegee Airmen.","//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Benjamindavis.jpg/220px-Benjamindavis.jpg","[{""facts"":""General Benjamin O. Davis Jr.""},{""facts"":""(1912-12-18)December 18, 1912\n\nWashington, D.C.""},{""facts"":""July 4, 2002(2002-07-04) (aged 89)\n\nWashington, D.C.""},{""facts"":""Arlington National Cemetery""},{""facts"":""United States""},{""facts"":""United States Army\n\n United States Air Force""},{""facts"":""1936–1970""},{""facts"":""General""},{""facts"":""99th Pursuit Squadron\n\n332nd Fighter Group\n\nTuskegee Airmen\n\n51st Fighter Wing\n\nThirteenth Air Force""},{""facts"":""Battles/wars""},{""facts"":""World War II\n\nKorean War\n\nVietnam War""},{""facts"":""Awards""},{""facts"":""Air Force Distinguished Service Medal\n\nArmy Distinguished Service Medal\n\nSilver Star\n\nLegion of Merit\n\nDistinguished Flying Cross\n\nAir Medal\n\nArmy Commendation Medal\n\nLangley Gold Medal""},{""facts"":""Other work""},{""facts"":""Federal Sky Marshal Program\n\nAssistant Secretary of Transportation""}]"
"1518863379-2501","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Shirley Chisholm","https://en.wikipedia.org/wiki/Shirley_Chisholm","Shirley Anita Chisholm (née St. Hill; November 30, 1924 – January 1, 2005) was an American politician, educator, and author.[1] In 1968, she became the first black woman elected to the United States Congress,[2] and she represented New York's 12th Congressional District for seven terms from 1969 to 1983. In 1972, she became the first black candidate for a major party's nomination for President of the United States, and the first woman to run for the Democratic Party's presidential nomination.[2]","//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Shirley_Chisholm.jpg/220px-Shirley_Chisholm.jpg","[{""facts"":""Chisholm in 1972""},{""facts"":""""},{""facts"":""In office\n\nJanuary 3, 1977 – January 3, 1981""},{""facts"":""Tip O'Neill""},{""facts"":""Patsy Mink""},{""facts"":""Geraldine Ferraro""},{""facts"":""In office\n\nJanuary 3, 1969 – January 3, 1983""},{""facts"":""Preceded by""},{""facts"":""Edna Kelly""},{""facts"":""Succeeded by""},{""facts"":""Major Owens""},{""facts"":""Member of the New York State Assembly\n\nfrom the 55th district""},{""facts"":""In office\n\nJanuary 1, 1967 – December 31, 1968""},{""facts"":""Preceded by""},{""facts"":""Herbert Marker""},{""facts"":""Succeeded by""},{""facts"":""Thomas Fortune""},{""facts"":""Member of the New York State Assembly\n\nfrom the 45th district""},{""facts"":""In office\n\nJanuary 1, 1966 – December 31, 1966""},{""facts"":""Preceded by""},{""facts"":""Constituency established""},{""facts"":""Succeeded by""},{""facts"":""Max Turshen""},{""facts"":""Member of the New York State Assembly\n\nfrom the King's 17th district""},{""facts"":""In office\n\nJanuary 1, 1965 – December 31, 1965""},{""facts"":""Preceded by""},{""facts"":""Thomas Jones""},{""facts"":""Succeeded by""},{""facts"":""Constituency abolished""},{""facts"":""""},{""facts"":""Personal details""},{""facts"":""Born""},{""facts"":""Shirley Anita St. Hill\n\n(1924-11-30)November 30, 1924\n\nNew York City, United States""},{""facts"":""Died""},{""facts"":""January 1, 2005(2005-01-01) (aged 80)\n\nOrmond Beach, Florida, United States""},{""facts"":""Resting place""},{""facts"":""Forest Lawn Cemetery, Buffalo, New York""},{""facts"":""Political party""},{""facts"":""Democratic""},{""facts"":""Spouse(s)""},{""facts"":""Conrad Chisholm (1949–1977)\n\nArthur Hardwick (1977–1986)""},{""facts"":""Alma mater""},{""facts"":""Brooklyn College\n\nTeachers College, Columbia University""}]"
"1518863391-2507","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Arna Bontemps","https://en.wikipedia.org/wiki/Arna_Bontemps","Arna Wendell Bontemps (/bɑːnˈtɑːm/ bahn-TAHM[1]) (October 13, 1902 – June 4, 1973)[2] was an American poet, novelist and librarian, and a noted member of the Harlem Renaissance.","","[]"
"1518863295-2461","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Benjamin E. Mays","https://en.wikipedia.org/wiki/Benjamin_E._Mays","Benjamin Elijah Mays (August 1, 1894 – March 28, 1984) was an American civil rights leader and activist. He served as the sixth President of Morehouse College from 1940 to 1967, and later presided over the Atlanta Board of Education from 1969 to 1978, where he initiated the desegregation of Atlanta, Georgia. Through rhetoric of nonviolence and civil resistance, Mays laid the intellectual foundations of the civil rights movement in the United States.[1][2][3]","//upload.wikimedia.org/wikipedia/commons/b/b6/Benjamin_Mays_portrait.jpg","[{""facts"":""Mays by Robert Templeton, 1969""},{""facts"":""""},{""facts"":""In office\n\nAugust 1, 1940 (1940-08-01) – July 1, 1967 (1967-07-01)""},{""facts"":""Charles D. Hubert\n\nAs Acting President""},{""facts"":""Hugh Morris Gloster""},{""facts"":""""},{""facts"":""Benjamin Elijah Mays\n\n(1894-08-01)August 1, 1894\n\nNinety Six, South Carolina, U.S.""},{""facts"":""Died""},{""facts"":""March 28, 1984(1984-03-28) (aged 89)\n\nAtlanta, Georgia, U.S.""},{""facts"":""Resting place""},{""facts"":""Morehouse College\n\nAtlanta, Georgia, U.S.""},{""facts"":""Nationality""},{""facts"":""American""},{""facts"":""Spouse(s)""},{""facts"":""Ellen Harvin (m. 1920–1923)\n\nSadie Gray (m. 1926–1969)""},{""facts"":""Alma mater""},{""facts"":""Bates College\n\nUniversity of Chicago""},{""facts"":""Occupation""},{""facts"":""Civil rights activist""},{""facts"":""Known for""},{""facts"":""Civil rights movement""}]"
"1518863329-2477","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Charles Hamilton Houston","https://en.wikipedia.org/wiki/Charles_Hamilton_Houston","Charles Hamilton Houston (September 3, 1895 – April 22, 1950) was a prominent African-American lawyer, Dean of Howard University Law School, and NAACP first special counsel, or Litigation Director. A graduate of Amherst College and Harvard Law School, Houston played a significant role in dismantling Jim Crow laws, especially attacking segregation in schools and racial housing covenants. He earned the title ""The Man Who Killed Jim Crow"".[2]","","[{""facts"":""April 22, 1950(1950-04-22) (aged 54)[1]\n\nWashington, D.C.""},{""facts"":""United States""},{""facts"":""Amherst College\n\nHarvard Law School""},{""facts"":""Lawyer""}]"
"1518863230-2431","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Phillis Wheatley","https://en.wikipedia.org/wiki/Phillis_Wheatley","Phillis Wheatley, also spelled Phyllis and Wheatly (c. 1753 – December 5, 1784) was the first published African-American female poet.[1][2] Born in West Africa, she was sold into slavery at the age of seven or eight and transported to North America. She was purchased by the Wheatley family of Boston, who taught her to read and write and encouraged her poetry when they saw her talent.","//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Phillis_Wheatley_frontispiece.jpg/220px-Phillis_Wheatley_frontispiece.jpg","[{""facts"":""Phillis Wheatley, as illustrated by Scipio Moorhead in the Frontispiece to her book Poems on Various Subjects.""},{""facts"":""1753\n\nWest Africa\n\n(likely Gambia or Senegal)""},{""facts"":""December 5, 1784(1784-12-05) (aged 31)\n\nBoston, Massachusetts, U.S.""},{""facts"":""Poet""},{""facts"":""English""},{""facts"":""American Revolution""},{""facts"":""Poems on Various Subjects, Religious and Moral""},{""facts"":""John Peters""},{""facts"":""Three""},{""facts"":""Online books\nResources in your library\nResources in other libraries""}]"
"1518863339-2482","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Prince Hall","https://en.wikipedia.org/wiki/Prince_Hall","Prince Hall (c. 1735–1738—1807)[1] was an African American noted as an abolitionist for his leadership in the free black community in Boston and as the founder of Prince Hall Freemasonry. He lobbied for education rights for black children and was active in the back-to-Africa movement.","","[{""facts"":""The Shrine""}]"
"1518863249-2440","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Sojourner Truth","https://en.wikipedia.org/wiki/Sojourner_Truth","Sojourner Truth (/soʊˈdʒɜːrnər ˈtruːθ/; born Isabella (Belle) Baumfree; c. 1797 – November 26, 1883) was an African-American abolitionist and women's rights activist. Truth was born into slavery in Swartekill, Ulster County, New York, but escaped with her infant daughter to freedom in 1826. After going to court to recover her son, in 1828 she became the first black woman to win such a case against a white man.","//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Sojourner_truth_c1870.jpg/220px-Sojourner_truth_c1870.jpg","[{""facts"":""An albumen silver print from approximately 1870 by Randall Studios""},{""facts"":""Isabella Baumfree\n\nc. 1797\n\nSwartekill, New York, U.S.""},{""facts"":""November 26, 1883 (aged 86)\n\nBattle Creek, Michigan, U.S.""},{""facts"":""Abolitionist, author, human rights activist""},{""facts"":""James Baumfree 1\n\nElizabeth Baumfree""},{""facts"":""Atlantic slave trade\n\nMiddle Passage""},{""facts"":""Middle Passage""},{""facts"":""Ghilman""},{""facts"":""History""},{""facts"":""Americas indigenous\n\nU.S. Natives""},{""facts"":""U.S. Natives""},{""facts"":""Lei Áurea""},{""facts"":""Barbados""},{""facts"":""revolt""},{""facts"":""colonial""},{""facts"":""Online books\nResources in your library\nResources in other libraries""}]"
"1518863244-2438","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Kwame Ture","https://en.wikipedia.org/wiki/Kwame_Ture","Kwame Ture (born Stokely Carmichael, June 29, 1941 – November 15, 1998) was a Trinidadian who became a prominent figure in the Civil Rights Movement and the global Pan-African movement. He grew up in the United States from the age of 11 and became an activist while he attended Howard University. He would eventually become active in the Black Power movement, first as a leader of the Student Nonviolent Coordinating Committee (SNCC), later as the ""Honorary Prime Minister"" of the Black Panther Party (BPP), and lastly as a leader of the All-African People's Revolutionary Party (A-APRP).[1]","//upload.wikimedia.org/wikipedia/commons/c/cc/Stokely_Carmichael_HS_Yearbook.jpg","[{""facts"":""Carmichael as a senior at The Bronx High School of Science, 1960.""},{""facts"":""""},{""facts"":""In office\n\nMay 1966 – June 1967""},{""facts"":""John Lewis""},{""facts"":""H. Rap Brown""},{""facts"":""""},{""facts"":""(1941-06-29)June 29, 1941\n\nPort of Spain, Trinidad and Tobago""},{""facts"":""Died""},{""facts"":""November 15, 1998(1998-11-15) (aged 57)\n\nConakry, Guinea""},{""facts"":""Spouse(s)""},{""facts"":""Miriam Makeba""},{""facts"":""Children""},{""facts"":""2""},{""facts"":""Education""},{""facts"":""The Bronx High School of Science (1960)""},{""facts"":""Alma mater""},{""facts"":""Howard University\n\n(B.A., Philosophy, 1964)""}]"
"1518863368-2496","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Alexander Crummell","https://en.wikipedia.org/wiki/Alexander_Crummell","Alexander Crummell (March 3, 1819 - September 10, 1898) was a pioneering African-American minister, academic and African nationalist. Ordained as an Episcopal priest in the United States, Crummell went to England in the late 1840s to raise money for his church by lecturing about American slavery. Abolitionists supported his three years of study at Cambridge University, where Crummell developed concepts of pan-Africanism.","//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Alexander_Crummel_%28cropped%29.png/220px-Alexander_Crummel_%28cropped%29.png","[{""facts"":""(1819-03-03)March 3, 1819\n\nNew York City, New York""},{""facts"":""September 10, 1898(1898-09-10) (aged 79)\n\nRed Bank, New Jersey""},{""facts"":""American""},{""facts"":""Queens' College, Cambridge""},{""facts"":""Minister, Professor""},{""facts"":""""},{""facts"":""Episcopal""},{""facts"":""""}]"
"1518863331-2478","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Matthew Henson","https://en.wikipedia.org/wiki/Matthew_Henson","Matthew Alexander Henson (August 8, 1866 – March 9, 1955) was the first African-American Arctic explorer, an associate of Robert Peary on seven voyages over a period of nearly 23 years. They made six voyages and spent a total of 18 years in expeditions.[1] Henson served as a navigator and craftsman, traded with Inuit and learned their language, and was known as Peary's ""first man"" for these arduous travels.","//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Matthew_Henson_1910.jpg/200px-Matthew_Henson_1910.jpg","[{""facts"":""Matthew Alexander Henson\n\n(1866-08-08)August 8, 1866\n\nNanjemoy, Maryland, USA""},{""facts"":""March 9, 1955(1955-03-09) (aged 88)\n\nThe Bronx, New York, USA""},{""facts"":""1) Eva Flint[citation needed]; 2) Lucy Ross\n\nAkatingwah""},{""facts"":""Anauakaq (by Akatingwah)""}]"
"1518863335-2480","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Lorraine Hansberry","https://en.wikipedia.org/wiki/Lorraine_Hansberry","Lorraine Vivian Hansberry (May 19, 1930 – January 12, 1965) was an African-American playwright and writer.[2]","//upload.wikimedia.org/wikipedia/en/thumb/5/5e/Lorraine_Hansberry.jpg/220px-Lorraine_Hansberry.jpg","[{""facts"":""Lorraine Hansberry, 1959.""},{""facts"":""Lorraine Vivian Hansberry\n\n(1930-05-19)May 19, 1930\n\nChicago, Illinois, U.S.""},{""facts"":""January 12, 1965(1965-01-12) (aged 34)\n\nNew York City, New York, U.S.""},{""facts"":""Pancreatic cancer""},{""facts"":""""},{""facts"":""Playwright, writer, stage director""},{""facts"":""American""},{""facts"":""University of Wisconsin–Madison\n\nThe New School""},{""facts"":""Robert Nemiroff (m. 1953–1962)[1]""}]"
"1518863393-2508","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Guion Bluford","https://en.wikipedia.org/wiki/Guion_Bluford","Guion Stewart Bluford Jr., Ph.D. (born November 22, 1942), (Col, USAF, Ret.), is an American aerospace engineer, retired U.S. Air Force officer and fighter pilot, and former NASA astronaut, who was the first African American in space.[1] Before becoming an astronaut, he was an officer in the U.S. Air Force, where he remained while assigned to NASA, rising to the rank of Colonel. He participated in four Space Shuttle flights between 1983 and 1992. In 1983, as a member of the crew of the Orbiter Challenger on the mission STS-8, he became the first African American in space as well as the second person of African ancestry in space, after Cuban cosmonaut Arnaldo Tamayo Méndez.","//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Guion_Bluford.jpg/220px-Guion_Bluford.jpg","[{""facts"":""American""},{""facts"":""Retired""},{""facts"":""Guion Stewart Bluford Jr.\n\n(1942-11-22) November 22, 1942 (age 75)\n\nPhiladelphia, Pennsylvania, U.S.""},{""facts"":""Other occupation""},{""facts"":""Fighter pilot, engineer""},{""facts"":""Alma mater""},{""facts"":""Penn State, B.S. 1964\n\nAFIT, M.S. 1974, Ph.D. 1978\n\nUHCL, MBA 1987""},{""facts"":""Colonel, USAF""},{""facts"":""Time in space""},{""facts"":""28d 16h 33m""},{""facts"":""Selection""},{""facts"":""1978 NASA Group 8""},{""facts"":""Missions""},{""facts"":""STS-8, STS-61-A , STS-39, STS-53""},{""facts"":""Mission insignia""},{""facts"":""Mission insignia""},{""facts"":""""}]"
"1518863408-2515","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Arthur Ashe","https://en.wikipedia.org/wiki/Arthur_Ashe","Arthur Robert Ashe Jr. (July 10, 1943 – February 6, 1993) was an American professional tennis player who won three Grand Slam titles.","//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Arthur_Ashe_%28cropped%29.jpg/220px-Arthur_Ashe_%28cropped%29.jpg","[{""facts"":""Arthur Ashe, winning the 1975 ABN World Tennis Tournament in Rotterdam""},{""facts"":""(1943-07-10)July 10, 1943\n\nRichmond, Virginia, U.S.""},{""facts"":""February 6, 1993(1993-02-06) (aged 49)\n\nNew York City, New York, U.S.""},{""facts"":""6 ft 2 in (1.88 m)""},{""facts"":""1969""},{""facts"":""1980""},{""facts"":""Right-handed (one-handed backhand)""},{""facts"":""US$ 1,584,909 (ATP)""},{""facts"":""1985 (member page)""},{""facts"":""Singles""},{""facts"":""Career record""},{""facts"":""1085-337 (76.3%) [1]""},{""facts"":""Career titles""},{""facts"":""66 [2]""},{""facts"":""Highest ranking""},{""facts"":""No. 1 (1968, Harry Hopman)[3]\n\nNo. 2 (May 12, 1976) by ATP""},{""facts"":""Grand Slam Singles results""},{""facts"":""Australian Open""},{""facts"":""W (1970)""},{""facts"":""French Open""},{""facts"":""QF (1970, 1971)""},{""facts"":""Wimbledon""},{""facts"":""W (1975)""},{""facts"":""US Open""},{""facts"":""W (1968)""},{""facts"":""Other tournaments""},{""facts"":""Tour Finals""},{""facts"":""F (1978)""},{""facts"":""WCT Finals""},{""facts"":""W (1975)""},{""facts"":""Doubles""},{""facts"":""Career record""},{""facts"":""323–176[a]""},{""facts"":""Career titles""},{""facts"":""18 (14 Grand Prix and WCT titles)""},{""facts"":""Highest ranking""},{""facts"":""No. 15 (August 30, 1977)""},{""facts"":""Grand Slam Doubles results""},{""facts"":""Australian Open""},{""facts"":""W (1977)""},{""facts"":""French Open""},{""facts"":""W (1971)""},{""facts"":""Wimbledon""},{""facts"":""F (1971)""},{""facts"":""US Open""},{""facts"":""F (1968)""},{""facts"":""Team competitions""},{""facts"":""Davis Cup""},{""facts"":""W (1963, 1968, 1969, 1970)""}]"
"1518863308-2467","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Maulana Karenga","https://en.wikipedia.org/wiki/Maulana_Karenga","Ron Karenga, also known as Maulana Ndabezitha Karenga[2][3][4] (born July 14, 1941) is an African-American professor of Africana studies, activist and author, best known as the creator of the pan-African and African-American holiday of Kwanzaa. Karenga was active in the Black Power movement of the 1960s and 1970s, and co-founded with Hakim Jamal the black nationalism and social change organization US.","//upload.wikimedia.org/wikipedia/commons/1/1a/Maulana_Ndabezitha_Karenga_%28Ronald_McKinley_Everett%29_2003.jpg","[{""facts"":""2003 photo""},{""facts"":""Ronald McKinley Everett\n\n(1941-07-14) July 14, 1941 (age 76)\n\nParsonsburg, Maryland""},{""facts"":""Author\n\nphilosopher\n\nscholar[1]""},{""facts"":""Brenda Lorraine \""Haiba\"" Karenga (divorced)\n\nTiamoyo Karenga (1970–)""},{""facts"":""www.maulanakarenga.org""}]"
"1518863275-2451","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Adam Clayton Powell, Jr.","https://en.wikipedia.org/wiki/Adam_Clayton_Powell,_Jr.","Adam Clayton Powell Jr. (November 29, 1908 – April 4, 1972)[1] was a Baptist pastor and an American politician, who represented Harlem, New York City, in the United States House of Representatives (1945–71). He was the first person of African-American descent to be elected from New York to Congress.[2] Oscar Stanton De Priest of Illinois was the first black person to be elected to Congress in the 20th century; Powell was the fourth.","//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Adam_Clayon_Powell_Jr.jpg/200px-Adam_Clayon_Powell_Jr.jpg","[{""facts"":""""},{""facts"":""In office\n\nJanuary 3, 1945 – January 3, 1971""},{""facts"":""Walter A. Lynch""},{""facts"":""Charles B. Rangel""},{""facts"":""22nd district (1945–1953)\n\n16th district (1953–63)\n\n18th district (1963–71)""},{""facts"":""""},{""facts"":""Born""},{""facts"":""(1908-11-29)November 29, 1908\n\nNew Haven, Connecticut""},{""facts"":""Died""},{""facts"":""April 4, 1972(1972-04-04) (aged 63)\n\nMiami, Florida""},{""facts"":""Resting place""},{""facts"":""Ashes scattered over Bimini""},{""facts"":""Political party""},{""facts"":""Democratic""},{""facts"":""Spouse(s)""},{""facts"":""Isabel Washington\n\n(1933–1945) (divorce)\n\nHazel Scott\n\n(1945–1960) (divorce)\n\nYvette Flores Diago\n\n(1960–1965) (divorce)""},{""facts"":""Children""},{""facts"":""Preston Powell\n\n(adopted, first marriage)\n\nAdam Clayton Powell III\n\n(second marriage)\n\nAdam Clayton Powell IV\n\n(third marriage)""},{""facts"":""Alma mater""},{""facts"":""Colgate University, Columbia University (MA), Shaw University""}]"
"1518863412-2517","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Marian Anderson","https://en.wikipedia.org/wiki/Marian_Anderson","Marian Anderson (February 27, 1897 – April 8, 1993)[1] was an African-American contralto and one of the most celebrated singers of the twentieth century. Music critic Alan Blyth said: ""Her voice was a rich, vibrant contralto of intrinsic beauty.""[2] Most of her singing career was spent performing in concert and recital in major music venues and with famous orchestras throughout the United States and Europe between 1925 and 1965. Although offered roles with many important European opera companies, Anderson declined, as she had no training in acting. She preferred to perform in concert and recital only. She did, however, perform opera arias within her concerts and recitals. She made many recordings that reflected her broad performance repertoire of everything from concert literature to lieder to opera to traditional American songs and spirituals.[2] Between 1940 and 1965 the German-American pianist Franz Rupp was her permanent accompanist.[3]","","[]"
